plugin,baseid,name,description
Morrowind.esm,key_Nchardahrk,Key to Nchardahrk,A simple brass key with a flat notched blade extending from a plain rectangular bow.
Morrowind.esm,bonemold_pauldron_l,Bonemold L Pauldron,"A left shoulder pauldron constructed from bonemold, featuring a molded, angular form designed to protect the joint."
Bloodmoon.esm,Potion_Local_Brew_01,Mazte,"A rough clay jug sealed with a wooden stopper, containing a thick, murky brown liquid."
Morrowind.esm,second barrier ring,Second Barrier Ring,A thick gold band features a raised rectangular bezel flanked by small ornamental ridges along the polished surface.
Tribunal.esm,steel_gauntlet_right,Steel Right Gauntlet,A right-hand gauntlet of silvery-grey steel plates articulated at the knuckles and wrist for flexibility.
Morrowind.esm,lightofday_unique,Light of Day,"A heavy iron mace with a flanged head and a sturdy haft, its dark metal surfaces polished to a reflective sheen."
Morrowind.esm,sc_greyweakness,Scroll of Grey Weakness,"A tightly wound parchment scroll bearing faded grey ink inscriptions across its yellowed, curling edges."
Morrowind.esm,st. sotha's judgement,St. Sotha's Judgement,"A polished golden amulet bearing an engraved religious emblem, suspended from a fine chain."
Morrowind.esm,cruel vipersword,Cruel Vipersword,A slender short blade features a narrow tapering profile and a hilt shaped to evoke a venomous serpent.
Morrowind.esm,warhammer_crusher_unique,Skull Crusher,"A compact one-handed warhammer forged from dark steel, featuring a heavy rectangular head and a reinforced grip."
Morrowind.esm,p_disease_resistance_s,Standard Disease Resistance,A slender glass vial filled with pale liquid and sealed with a simple cork stopper.
Morrowind.esm,bk_sharnslegionsofthedead,Sharn's Legions of the Dead,"A moderately sized octavo-format volume with a rectangular shape, standard binding, and plain unadorned covers."
Tribunal.esm,bk_Anticipations,The Anticipations,"A compact octavo book bound in worn leather covers, its spine stitched with pale thread and pages edged in faded gilt."
Morrowind.esm,key_arobarmanorguard_01,Arobar Manor Guard's Key,"A standard brass key fitted with a simple rectangular bow, a short shaft, and a single-cut bit."
Morrowind.esm,amulet of ashamanu (unique),Amulet of Ashamanu,"An expensive gold amulet centered with a polished green stone, suspended from a slender chain of interlocking links."
Morrowind.esm,common_robe_02_rr,Common Robe,"A simple, loose-fitting robe of rough brown cloth with wide sleeves and a draping hood."
Morrowind.esm,misc_wraithguard_no_equip,Unique Dwemer Artifact,A bulky Dwemer gauntlet of curved golden metal plates fitted with intricate gears and small circular vents.
Morrowind.esm,common_robe_03_b,Common Robe,"A simple, loosely woven robe with wide sleeves and a draping hood, dyed a muted brownish hue."
Tribunal.esm,Mace of Slurring,Mace of Slurring,"A heavy one-handed blunt weapon featuring a flanged metal head mounted on a sturdy haft, its surfaces etched with faint, sinuous patterns."
Bloodmoon.esm,light_com_candle_05_64,Pewter Candlestick,"A plain pewter candlestick formed with a wide circular base, a slender central stem, and a small rimmed candle cup."
Morrowind.esm,common_robe_02_t,Common Robe,"A simple, long-sleeved robe of coarse, unadorned fabric with a plain tied waist sash."
Morrowind.esm,apparatus_g_mortar_01,Grandmaster's Mortar and Pestle,"A heavy, deep bowl and blunt pestle crafted with superior precision for demanding alchemical preparations."
Bloodmoon.esm,misc_com_bottle_15,Bottle,"A rounded glass bottle with a narrow neck and a small flared lip, fitted with a simple cork stopper."
Morrowind.esm,misc_com_plate_06_tgrc,Commemorative Plate,"A smooth ceramic plate bearing a commemorative inscription, its circular rim slightly raised around a flat central face."
Morrowind.esm,Akatosh Ring,Akatosh's Ring,An exquisite circular band of polished golden metal features ornate engravings along its broad outer face.
Morrowind.esm,dwarven mace,Dwarven Mace,"A heavy one-handed mace forged from brass-colored Dwemer metal, featuring a thick flanged head mounted on a short sturdy haft."
Morrowind.esm,first barrier ring,First Barrier Ring,A plain circular band of inexpensive metal forms this simple and unadorned finger ring.
Morrowind.esm,bk_kagrenac'sjournal_excl,Kagrenac's Journal,"A thick octavo volume bound in dark leather, featuring a worn spine and faded gilt lettering across the cover."
Morrowind.esm,p_restore_intelligence_b,Bargain Restore Intelligence,"A small, cheaply made rectangular flask holds a pale liquid sealed with a rough cork stopper."
Morrowind.esm,dwarven axe_soultrap,Dwemer Pneuma-Trap,"A heavy two-handed axe features a bronze Dwemer frame, geometric blade edges, and a thick mechanical haft."
Morrowind.esm,Left_Hand_of_Zenithar,Left Hand of Zenithar,"A fitted left glove of expensive material, tailored with precise stitching and a smooth, unadorned finish."
Tribunal.esm,Helsethguard_pauldron_left,Royal Guard Left Pauldron,"A segmented left pauldron of polished dark metal, fitted with leather straps and bearing the Royal Guard crest."
Morrowind.esm,p_jump_b,Bargain Potion of Jump,"A thin, cheaply made glass vial of pale liquid is sealed with a rough cork and lacks any ornamental detail."
Morrowind.esm,apparatus_m_mortar_01,Master's Mortar and Pestle,A heavy ceramic mortar bowl accompanied by a stout pestle worn smooth from extensive alchemical grinding.
Tribunal.esm,Ingred_lloramor_spines_01,Lloramor Spines,"A cluster of pale, sharp spines radiating from a dark, dried base segment."
Morrowind.esm,p_restore_health_e,Exclusive Restore Health,"A slender, expensive-looking glass vial holds a bright red restorative liquid sealed with a polished stopper."
Tribunal.esm,claymore_chrysamere_unique_x,Chrysamere,A tall two-handed claymore forged from pale steel with a golden crossguard and a large multifaceted gem set into the pommel.
Morrowind.esm,p_frost_resistance_b,Bargain Frost Resistance,"A small, cheaply constructed glass vial with a cork stopper and thin, slightly irregular walls."
Morrowind.esm,sanguineshoesleaping,Shoes of Sanguine Leaping,These extravagant shoes feature a low-cut vamp and slender construction tailored for agile movement.
Morrowind.esm,cruel viper bolt,Cruel Viper Bolt,"A slender silver bolt fitted with a narrow, viper-fanged head and dark fletching for stable flight."
Morrowind.esm,Exquisite_Amulet_Arobar1,Arobar's Amulet,"An exquisite golden amulet suspended from a fine chain, featuring an ornate central setting and delicate filigree."
Morrowind.esm,daedric_terrifying_helm,Daedric Face of Terror,A heavy ebony helmet featuring a snarling demonic visage with swept-back horns and darkly gleaming angular cheek guards.
Morrowind.esm,icecap_unique,The Icecap,"A pale, frost-rimed Nordic fur helmet with a stiff leather crown and a thick, cold-touched fur lining."
Morrowind.esm,belt of nimbleness,Belt of Nimbleness,A common leather belt fitted with a simple metal buckle and reinforced stitching along its length.
Morrowind.esm,p_fortify_agility_e,Exclusive Fortify Agility,"A tall, slender glass vial with a tapered neck contains a vibrant green liquid sealed by a wax stopper."
Morrowind.esm,p_fortify_speed_s,Standard Fortify Speed,A small rounded glass vial holds a pale amber liquid sealed with a simple cork stopper.
Morrowind.esm,cruel shardstar,Cruel Shardstar,A silver throwing star features multiple sharp radiating blades extending from a small central disk.
Morrowind.esm,bookskill_unarmored1,The Wraith's Wedding Dowry,"A quarto-sized book with an open cover revealing aged pages bound within a worn, plain binding."
Morrowind.esm,key_redoran_treasury,Dralor Treasury Key,"A simple wrought-iron key fitted to the Redoran treasury vault, featuring a plain bow and a double-bitted blade."
Bloodmoon.esm,BM_Nordic01_shirt,Common Shirt,A long-sleeved common shirt of thickly woven brown wool with a laced neckline and simple stitching.
Morrowind.esm,bk_Boethiah's Glory_unique,Boethiah's Glory,A thick octavo-bound book featuring a deep red leather cover with faded gold lettering and worn edges.
Bloodmoon.esm,misc_imp_silverware_plate_02,Silverware Plate,"A shallow circular plate fashioned from polished silver, its smooth rim unadorned and reflecting a pale metallic gleam."
Morrowind.esm,bk_a1_2_antabolistocosades,Hasphat's notes for Cosades,"A rolled parchment scroll of pale, slightly yellowed animal skin bears densely penned notes across its surface."
Morrowind.esm,p_shock_resistance_b,Bargain Shock Resistance,"A small, cheaply made glass flask of pale liquid, sealed with a simple cork stopper."
Morrowind.esm,p_restore_fatigue_c,Cheap Restore Fatigue,"A thin, cheaply made glass vial holds a pale, watery liquid sealed with a rough cork stopper."
Bloodmoon.esm,misc_de_pot_mottled_01,Clay Pot,A rounded earthen vessel with a mottled surface and a short flared rim rising from a flat base.
Morrowind.esm,sc_reynosbeastfinder,Scroll of Reynos' Beast Finder,A tightly wound parchment scroll bearing faded ink script along its yellowed surface.
Morrowind.esm,sc_gonarsgoad,Scroll of Gonar's Goad,"A tightly rolled parchment scroll bearing faded ink script along its worn, yellowed edges."
Morrowind.esm,azura's servant,Azura's Servant,A tall Daedric shield shaped from blackened metal with sharp angular edges and a polished crimson face.
Bloodmoon.esm,misc_com_bottle_02,Bottle,"A rounded glass bottle with a narrow neck and a small flared lip, containing a dark reddish liquid."
Morrowind.esm,ingred_scathecraw_01,Scathecraw,"A cluster of dark reddish leaves gathered around a tough central stem, with curling pointed tips."
Morrowind.esm,light_de_candle_red_01,Bamboo Candlestick,A segmented bamboo stem supports a lit red candle atop a simple woven collar.
Morrowind.esm,p_light_c,Cheap Potion of Light,"A thin, cheaply made glass vial of pale golden liquid is sealed with a rough cork stopper."
Morrowind.esm,firebite star,Firebite Star,A chitin throwing star with several sharp blades radiating outward from a central grip.
Morrowind.esm,bookskill_sneak4,Trap,"A worn octavo bound in dark leather, featuring faded gilt lettering on the spine and yellowed pages."
Morrowind.esm,bk_PilgrimsPath,The Pilgrim's Path,A large bound folio with a sturdy cover and numerous pages secured along the spine.
Morrowind.esm,templar boots,Imperial Templar Boots,"Heavy steel boots shaped for imperial legionnaires, featuring articulated plate segments and polished silver-chased edging."
Morrowind.esm,mage_ring,Mage Ring,"A common circular band ring crafted from plain, unadorned metal with a smooth, polished surface."
Morrowind.esm,key_gro-bagrat,Basement Key,"A plain metal key with a round bow, a short shaft, and a single rectangular tooth."
Morrowind.esm,necromancers_amulet_uniq,Necromancer's Amulet,An exquisite circular amulet features ornate golden filigree surrounding a central gemstone set within delicate metalwork.
Morrowind.esm,aryongloveleft,Aryon's Dominator,An expensive left glove of fine tailored fabric featuring elegant embroidered patterns across the back.
Morrowind.esm,ebony_pauldron_right,Ebony Right Pauldron,"A dense right pauldron of polished black ebony, shaped with angular overlapping plates and secured by thick leather straps."
Morrowind.esm,key_tuvesobeleth_01,Tuveso Beleth's Key,"A simple iron key with a flat, notched blade and a plain rectangular bow, showing dark discoloration along its shaft."
Morrowind.esm,imperial skirt_clothing,Imperial Skirt,"A tailored cloth skirt constructed from sturdy red fabric, featuring a wide waistband and a knee-length cut."
Morrowind.esm,key_dralor,Guldrise Dralor's Key,"A simple brass key with a flat, rectangular bit and a plain bow, showing minor tarnish along its edges."
Morrowind.esm,caliginy ring,Caliginy Ring,A thick gold band features a prominent raised setting flanked by ornate scrollwork along the polished shoulders.
Bloodmoon.esm,misc_de_bowl_orange_green_01,Ceramic Bowl,A round ceramic bowl featuring an orange exterior and a green interior glazed finish.
Bloodmoon.esm,silver viperaxe,Silver Viperaxe,A polished silver one-handed axe features a curved viper-head blade mounted on a short metallic haft.
Morrowind.esm,key_Andrethi_chest,Key to Andrethi tomb chest,"A standard iron key with a simple rectangular bow, a short shaft, and a single-toothed bit."
Morrowind.esm,key_FQT,Worn Key,"A small, tarnished iron key with a simple rectangular bow, a short shaft, and a plain two-toothed bit."
Morrowind.esm,chitin throwing star,Chitin Throwing Star,"A flat, star-shaped throwing weapon crafted from pale chitin with sharpened edges radiating from the center."
Morrowind.esm,ring of ironhand,Ring of Ironhand,"A thick iron ring shaped like a clasped hand, bearing darkened crevices across its scratched surface."
Bloodmoon.esm,misc_de_foldedcloth00,Folded Cloth,"A rectangular piece of soft woven cloth folded neatly into a compact, flat bundle."
